Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Тип кузова;Цвет;Пробег;Руль;Поколение;Комплектация;Особые отметки;VIN;
Audi;Q7;2020;5939900;https://auto.drom.ru/moscow/audi/q7/53930802.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;серый;96 000 км;левый;2 поколение, рестайлинг;3.0 45 TDI quattro tiptronic Sport;;;
Audi;Q3 Sportback;2020;3390000;https://auto.drom.ru/moscow/audi/q3_sportback/52293692.html;;;;;Москве;бензин, 2.0 л;230 л.с., налог;робот;4WD;;серый;28 000 км;левый;1 поколение;2.0 45 TFSI S tronic quattro;;;
Audi;A6 allroad quattro;2020;5680000;https://auto.drom.ru/spb/audi/a6_allroad_quattro/745976266.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;автомат;4WD;;белый;76 627 км;левый;;;;;
Audi;Q3;2020;3799000;https://auto.drom.ru/minsk/audi/q3/53928991.html;;;;;Минске;бензин, 1.5 л;150 л.с., налог;автомат;передний;;черный;99 000 км;левый;2 поколение;;;;
Audi;Q7;2020;6464000;https://auto.drom.ru/moscow/audi/q7/53926855.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;23 068 км;левый;2 поколение;;;;
Audi;Q8;2020;6825000;https://auto.drom.ru/moscow/audi/q8/53563431.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;синий;121 372 км;левый;1 поколение;3.0 45 TDI quattro tiptronic;;;
Audi;A5;2020;5190000;https://auto.drom.ru/spb/audi/a5/53151851.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;купе;синий;31 780 км;левый;;;;;
Audi;Q5;2020;4990000;https://auto.drom.ru/spb/audi/q5/53151863.html;;;;;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;робот;4WD;;серый;47 950 км;левый;2 поколение;;;;
Audi;A4;2020;3300000;https://auto.drom.ru/tula/audi/a4/52692631.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Туле;бензин, 2.0 л;150 л.с., налог;робот;передний;седан;белый;63 835 км;левый;5 поколение, рестайлинг;;;;
Audi;Q7;2020;10150000;https://auto.drom.ru/moscow/audi/q7/52278880.html;Модель не совпадает с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 4.0 л;422 л.с., налог;автомат;4WD;;серый;48 659 км;левый;;;;;
Audi;A3;2020;2399000;https://auto.drom.ru/spb/audi/a3/241499174.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 1.4 л;150 л.с., налог;робот;передний;седан;серебристый;63 000 км;левый;;;;;
Audi;Q5;2020;3299000;https://auto.drom.ru/moscow/audi/q5/53825673.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;робот;4WD;;белый;69 000 км;левый;2 поколение;;;;
Audi;Q8;2020;8299900;https://auto.drom.ru/balashiha/audi/q8/53557528.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Балашихе;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;оранжевый;64 143 км;левый;1 поколение;;;;
Audi;A6 allroad quattro;2020;4399000;https://auto.drom.ru/spb/audi/a6_allroad_quattro/53552470.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;231 л.с., налог;автомат;4WD;;белый;148 587 км;левый;;;;;
Audi;A6;2020;5450000;https://auto.drom.ru/moscow/audi/a6/53019058.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;седан;серый;87 000 км, без пробега по РФ;левый;5 поколение;3.0 45 TDI quattro Tiptronic;;;
Audi;Q5;2020;3380000;https://auto.drom.ru/spb/audi/q5/53903942.html;Цвет не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;робот;4WD;;белый;128 000 км;левый;2 поколение;;;;
Audi;S7;2020;7999000;https://auto.drom.ru/nizhniy-novgorod/audi/s7/339345321.html;;;;;Нижнем Новгороде;бензин, 2.9 л;450 л.с., налог;АКПП;4WD;лифтбек;синий;20 598 км, без пробега по РФ;левый;2 поколение;2.9 TFSI quattro Tiptronic;;;
Audi;e-tron;2020;5550000;https://auto.drom.ru/minsk/audi/e-tron/53520462.html;;;;;Минске;электро;408 л.с., налог;АКПП;4WD;;черный;48 200 км, без пробега по РФ;левый;1 поколение;95 kWh 55 quattro e-tron Design;;;
Audi;Q5;2020;3799000;https://auto.drom.ru/moscow/audi/q5/53105609.html;;;;;Москве;бензин, 2.0 л;252 л.с., налог;автомат;4WD;;синий;56 392 км;левый;2 поколение;;;;
Audi;Q5;2020;2950000;https://auto.drom.ru/minsk/audi/q5/52213701.html;;;;;Минске;бензин, 2.0 л;245 л.с., налог;робот;4WD;;черный;40 200 км;левый;2 поколение;2.0 45 TFSI quattro S tronic;;;
Audi;A6;2020;3730000;https://auto.drom.ru/voronezh/audi/a6/811077137.html;;;;;Воронеже;дизель, 2.0 л;163 л.с., налог;автомат;передний;седан;черный;82 616 км;левый;;;;;
Audi;Q5;2020;4589000;https://auto.drom.ru/spb/audi/q5/52197596.html;;;;;Санкт-Петербурге;бензин, 2.0 л;265 л.с., налог;автомат;4WD;;серый;34 443 км;левый;;;;;
Audi;Q3;2020;3530000;https://auto.drom.ru/alexandrov/audi/q3/53387032.html;;;;;Александрове;бензин, 2.0 л;230 л.с., налог;автомат;4WD;;синий;47 000 км, без пробега по РФ;левый;2 поколение;;;;
Audi;A4;2020;3322147;https://auto.drom.ru/minsk/audi/a4/51951292.html;;;;;Минске;дизель, 2.0 л;190 л.с., налог;автомат;передний;универсал;;107 701 км;левый;5 поколение, рестайлинг;;;;
Audi;A6;2021;5100000;https://auto.drom.ru/spb/audi/a6/751657717.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л, гибрид;190 л.с., налог;робот;передний;седан;черный;78 000 км;левый;5 поколение;2.0 40 TFSI S tronic Design;;;
Audi;A5;2021;5490000;https://auto.drom.ru/moscow/audi/a5/795417645.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Есть ограничения;Москве;бензин, 2.0 л, гибрид;249 л.с., налог;робот;4WD;лифтбек;серый;25 911 км;левый;2 поколение, рестайлинг;2.0 45 TFSI quattro S tronic Sport;;;
Audi;Q5;2021;6890000;https://auto.drom.ru/saratov/audi/q5/50948854.html;;;;;Саратове;дизель, 2.0 л, гибрид;204 л.с., налог;робот;4WD;;белый;;левый;2 поколение, рестайлинг;2.0 40 TDI quattro S tronic;;;
Audi;Q5;2021;4350000;https://auto.drom.ru/moscow/audi/q5/107920528.html;;;;;Москве;бензин, 2.0 л, гибрид;265 л.с., налог;робот;4WD;;серый;75 000 км;левый;2 поколение, рестайлинг;2.0 45 TFSI quattro S tronic;;;
Audi;A3;2021;2650000;https://auto.drom.ru/moscow/audi/a3/53850117.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;седан;белый;37 400 км;левый;4 поколение;;;;
Audi;RS6;2021;13500000;https://auto.drom.ru/moscow/audi/rs6/54144732.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л, гибрид;600 л.с., налог;АКПП;4WD;универсал;красный;49 650 км;левый;5 поколение;;;;
Audi;Q8;2021;8749000;https://auto.drom.ru/moscow/audi/q8/714747826.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;серый;49 327 км;левый;1 поколение;;;;
Audi;A6;2021;4700000;https://auto.drom.ru/spb/audi/a6/502029383.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;робот;передний;седан;черный;35 407 км;левый;5 поколение;2.0 40 TDI S tronic;;;
Audi;Q7;2021;9630000;https://auto.drom.ru/moscow/audi/q7/848953697.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;;черный;29 852 км;левый;2 поколение, рестайлинг;3.0 45 TDI quattro tiptronic Sport;;;
Audi;Q7;2021;7300000;https://auto.drom.ru/volgograd/audi/q7/52108848.html;;;;;Волгограде;бензин, 2.0 л;252 л.с., налог;автомат;4WD;;синий;56 367 км;левый;2 поколение, рестайлинг;;;;
Audi;A7;2021;7290000;https://auto.drom.ru/moscow/audi/a7/53018790.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;робот;4WD;;серый;25 391 км;левый;2 поколение;2.0 45 TFSI quattro S tronic;;;
Audi;A4;2021;4350700;https://auto.drom.ru/moscow/audi/a4/52564660.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;робот;4WD;седан;зеленый;26 816 км;левый;5 поколение, рестайлинг;;;;
Audi;Q7;2021;4940671;https://auto.drom.ru/minsk/audi/q7/53818473.html;;;;;Минске;бензин, 2.0 л;252 л.с., налог;автомат;4WD;;черный;66 500 км;левый;2 поколение, рестайлинг;;;;
Audi;Q5;2021;4990000;https://auto.drom.ru/moscow/audi/q5/439877127.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;автомат;4WD;;черный;85 213 км;левый;;;;;
