Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;Цвет;Тип кузова;Комплектация;Особые отметки;
BMW;3-Series;2020;4335000;https://auto.drom.ru/moscow/bmw/3-series/948673974.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;42 832 км;левый;7 поколение;белый;седан;;;
BMW;5-Series;2020;4750000;https://auto.drom.ru/moscow/bmw/5-series/271525302.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;78 324 км;левый;7 поколение;черный;седан;;;
BMW;X6;2020;7530000;https://auto.drom.ru/moscow/bmw/x6/53638284.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;84 840 км;левый;;черный;;;;
BMW;3-Series;2020;3990000;https://auto.drom.ru/moscow/bmw/3-series/53635237.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;258 л.с., налог;АКПП;4WD;63 896 км;левый;7 поколение;белый;седан;;;
BMW;5-Series;2020;4630000;https://auto.drom.ru/moscow/bmw/5-series/53631688.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;97 883 км;левый;7 поколение;серый;седан;;;
BMW;5-Series;2020;4750000;https://auto.drom.ru/moscow/bmw/5-series/53630948.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;22 436 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2020;4906000;https://auto.drom.ru/moscow/bmw/5-series/53630945.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;32 789 км;левый;7 поколение;белый;седан;;;
BMW;5-Series;2020;4563000;https://auto.drom.ru/moscow/bmw/5-series/53629420.html;Цвет не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;58 145 км;левый;7 поколение;синий;седан;;;
BMW;X5;2020;6800000;https://auto.drom.ru/moscow/bmw/x5/53628808.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;4 310 км;левый;4 поколение;черный;;;;
BMW;X6;2020;9500000;https://auto.drom.ru/moscow/bmw/x6/53963327.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;39 021 км;левый;3 поколение;черный;;xDrive 30d AT M Sport Plus;;
BMW;X6;2020;9700000;https://auto.drom.ru/spb/bmw/x6/53635384.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;47 920 км;левый;3 поколение;черный;;xDrive40i M Sport;;
BMW;5-Series;2020;3990000;https://auto.drom.ru/minsk/bmw/5-series/53632862.html;;;;;Минске;бензин, 2.0 л, гибрид;292 л.с., налог;автомат;4WD;111 200 км;левый;7 поколение, рестайлинг;серый;седан;;;
BMW;X6;2020;9299000;https://auto.drom.ru/spb/bmw/x6/53632789.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;73 132 км;левый;3 поколение;зеленый;;;;
BMW;5-Series;2020;7090000;https://auto.drom.ru/moscow/bmw/5-series/53407328.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;68 402 км;левый;7 поколение;синий;седан;;;
BMW;X7;2020;11090000;https://auto.drom.ru/moscow/bmw/x7/53407340.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;62 556 км;левый;1 поколение;синий;;;;
BMW;5-Series;2020;7585000;https://auto.drom.ru/moscow/bmw/5-series/53226859.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;76 141 км;левый;7 поколение;серый;седан;;;
BMW;5-Series;2020;3300000;https://auto.drom.ru/spb/bmw/5-series/53223571.html;;;;;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;задний;132 728 км;левый;7 поколение, рестайлинг;черный;универсал;520d AT;;
BMW;X3;2020;3400000;https://auto.drom.ru/minsk/bmw/x3/53222486.html;;;;;Минске;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;31 500 км;левый;3 поколение;белый;;xDrive 30i AT Base;;
BMW;5-Series;2020;3549000;https://auto.drom.ru/moscow/bmw/5-series/53218550.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;75 300 км;левый;7 поколение;белый;универсал;;;
BMW;6-Series;2020;6890000;https://auto.drom.ru/moscow/bmw/6-series/53077067.html;Модель не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;автомат;4WD;42 215 км;левый;;серый;купе;;;
BMW;5-Series;2020;6490000;https://auto.drom.ru/moscow/bmw/5-series/52419774.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;88 240 км;левый;7 поколение;белый;седан;;;
BMW;5-Series;2020;4790000;https://auto.drom.ru/tver/bmw/5-series/49577839.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Твери;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;40 139 км;левый;7 поколение;белый;седан;;;
BMW;3-Series;2020;3300000;https://auto.drom.ru/bryansk/bmw/3-series/537810898.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Брянске;бензин, 2.0 л;156 л.с., налог;АКПП;задний;49 800 км;левый;7 поколение;черный;седан;318i AT SE;;
BMW;X1;2020;3850000;https://auto.drom.ru/moscow/bmw/x1/298922457.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;150 л.с., налог;АКПП;4WD;74 800 км;левый;2 поколение, рестайлинг;черный;;;;
BMW;1-Series;2020;2910000;https://auto.drom.ru/spb/bmw/1-series/409338499.html;;;;;Санкт-Петербурге;бензин, 1.5 л;140 л.с., налог;робот;передний;62 000 км;левый;3 поколение;белый;хэтчбек 5 дв.;;;
BMW;3-Series;2020;3820000;https://auto.drom.ru/moscow/bmw/3-series/484908331.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;79 980 км;левый;7 поколение;синий;седан;;;
BMW;5-Series;2020;5690000;https://auto.drom.ru/moscow/bmw/5-series/844615045.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;49 900 км, без пробега по РФ;левый;7 поколение, рестайлинг;синий;седан;530d AT xDrive;;
BMW;X6;2020;7808662;https://auto.drom.ru/minsk/bmw/x6/52772140.html;;;;;Минске;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;93 500 км;левый;3 поколение;;;;;
BMW;X4;2020;5150000;https://auto.drom.ru/pskov/bmw/x4/537803404.html;;;;;Пскове;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;16 300 км;левый;2 поколение;черный;;;;
BMW;3-Series;2020;3590000;https://auto.drom.ru/cheboksary/bmw/3-series/53216007.html;;;;;Чебоксарах;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;75 000 км, без пробега по РФ;левый;7 поколение;черный;седан;;;
BMW;X1;2020;3095000;https://auto.drom.ru/spb/bmw/x1/348360868.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;231 л.с., налог;робот;4WD;38 345 км;левый;2 поколение, рестайлинг;серый;;;;
BMW;5-Series;2020;4249000;https://auto.drom.ru/moscow/bmw/5-series/495412875.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;34 409 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2020;6349000;https://auto.drom.ru/moscow/bmw/5-series/53962388.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;66 969 км;левый;7 поколение;белый;седан;;;
BMW;X3;2020;4530000;https://auto.drom.ru/voronezh/bmw/x3/53623986.html;;;;;Воронеже;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;67 555 км;левый;3 поколение;черный;;;;
BMW;X4;2020;5129000;https://auto.drom.ru/spb/bmw/x4/53600505.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;54 933 км;левый;2 поколение;серебристый;;xDrive 20d AT M Sport;;
BMW;X4;2020;5329000;https://auto.drom.ru/spb/bmw/x4/52770724.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;32 020 км;левый;2 поколение;белый;;xDrive 20d AT M Sport;;
BMW;X6;2020;10200000;https://auto.drom.ru/spb/bmw/x6/52332304.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;400 л.с., налог;АКПП;4WD;45 338 км, без пробега по РФ;левый;3 поколение;черный;;xDrive M50d AT M Special;;
BMW;3-Series;2020;3569789;https://auto.drom.ru/spb/bmw/3-series/789865336.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;119 657 км;левый;7 поколение;серый;седан;;;
BMW;X1;2020;3340000;https://auto.drom.ru/moscow/bmw/x1/311487222.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;150 л.с., налог;АКПП;4WD;42 150 км;левый;2 поколение, рестайлинг;белый;;;;
BMW;i3;2020;2444250;https://auto.drom.ru/minsk/bmw/i3/684522604.html;;;;;Минске;бензин, 0.7 л, гибрид;38 л.с., налог;автомат;задний;36 000 км;левый;1 поколение, рестайлинг;черный;хэтчбек 5 дв.;;;
BMW;X6;2020;8650000;https://auto.drom.ru/moscow/bmw/x6/739131266.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;67 000 км;левый;3 поколение;серый;;xDrive 30d AT M Sport Pro;;
BMW;X4;2020;6848000;https://auto.drom.ru/penza/bmw/x4/53610150.html;;;;;Пензе;дизель, 3.0 л;326 л.с., налог;АКПП;4WD;29 900 км, без пробега по РФ;левый;2 поколение;синий;;xDrive M40d AT M Special;;
BMW;3-Series;2020;3380000;https://auto.drom.ru/moscow/bmw/3-series/53607151.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;2.0 л;;автомат;;31 733 км;левый;7 поколение;черный;седан;;;
BMW;3-Series;2020;3310000;https://auto.drom.ru/moscow/bmw/3-series/53607142.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;2.0 л;;автомат;;47 195 км;левый;7 поколение;черный;седан;;;
BMW;X5;2020;6730000;https://auto.drom.ru/moscow/bmw/x5/598287390.html;;;;;Москве;бензин, 3.0 л, гибрид;394 л.с., налог;автомат;4WD;78 758 км;левый;;белый;;;;
BMW;X5;2020;6990000;https://auto.drom.ru/moscow/bmw/x5/53955319.html;;;;;Москве;бензин, 3.0 л, гибрид;286 л.с., налог;АКПП;4WD;66 700 км;левый;4 поколение;синий;;xDrive45e AT M Sport;;
BMW;5-Series;2020;4200000;https://auto.drom.ru/moscow/bmw/5-series/53955187.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;135 000 км;левый;7 поколение;черный;седан;;;
BMW;X3;2020;5890000;https://auto.drom.ru/moscow/bmw/x3/53599420.html;;;;;Москве;дизель, 3.0 л;326 л.с., налог;АКПП;4WD;54 260 км;левый;3 поколение;черный;;;;
BMW;5-Series;2020;6099789;https://auto.drom.ru/spb/bmw/5-series/53599116.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;60 000 км;левый;7 поколение;черный;седан;;;
BMW;X7;2020;8570000;https://auto.drom.ru/spb/bmw/x7/53196129.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;77 500 км;левый;1 поколение;черный;;;;
BMW;X7;2020;8000000;https://auto.drom.ru/bryansk/bmw/x7/53885605.html;;;;;Брянске;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;28 000 км;левый;1 поколение;серый;;xDrive40i AT M Sport Pro;;
BMW;X3;2020;5730000;https://auto.drom.ru/moscow/bmw/x3/834225273.html;;;;;Москве;дизель, 3.0 л;265 л.с., налог;автомат;4WD;63 900 км, без пробега по РФ;левый;3 поколение;белый;;;;
BMW;X3;2020;4392000;https://auto.drom.ru/pskov/bmw/x3/668557834.html;;;;;Пскове;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;56 000 км, без пробега по РФ;левый;3 поколение;черный;;xDrive 20d AT xLine;;
BMW;X6;2020;6150000;https://auto.drom.ru/moscow/bmw/x6/552882731.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.4 л;530 л.с., налог;АКПП;4WD;40 173 км;левый;3 поколение;черный;;xDrive M50i AT M Special;требуется ремонт или не на ходу;
BMW;X2;2020;3680000;https://auto.drom.ru/himki/bmw/x2/769728463.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;бензин, 2.0 л;192 л.с., налог;АКПП;4WD;55 000 км;левый;1 поколение;белый;;xDrive 20i AT M Sport X;;
BMW;3-Series;2020;3719700;https://auto.drom.ru/moscow/bmw/3-series/883884553.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;4WD;77 388 км;левый;7 поколение;белый;седан;320i AT xDrive M Sport Pure;;
BMW;X5;2020;5950000;https://auto.drom.ru/moscow/bmw/x5/584269484.html;;;;;Москве;дизель, 2.0 л;231 л.с., налог;АКПП;4WD;42 200 км, без пробега по РФ;левый;4 поколение;синий;;xDrive 25d AT Business;;
BMW;5-Series;2020;4899854;https://auto.drom.ru/spb/bmw/5-series/421741299.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;75 791 км;левый;7 поколение;серый;седан;;;
BMW;3-Series;2020;4430000;https://auto.drom.ru/himki/bmw/3-series/753806079.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;21 865 км;левый;7 поколение;оранжевый;седан;;;
BMW;5-Series;2020;6800000;https://auto.drom.ru/moscow/bmw/5-series/581222291.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;49 528 км, без пробега по РФ;левый;7 поколение, рестайлинг;синий;седан;530d AT xDrive;;
BMW;5-Series;2020;4560000;https://auto.drom.ru/moscow/bmw/5-series/53948089.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;57 100 км, без пробега по РФ;левый;7 поколение, рестайлинг;белый;универсал;520d AT xDrive;;
BMW;5-Series;2020;7325500;https://auto.drom.ru/moscow/bmw/5-series/575094739.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;30 441 км;левый;7 поколение;черный;седан;;;
BMW;X6;2020;9590000;https://auto.drom.ru/moscow/bmw/x6/557408090.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;28 411 км;левый;3 поколение;черный;;xDrive 30d AT M Sport Pro;;
BMW;X5;2020;7600000;https://auto.drom.ru/pskov/bmw/x5/739125862.html;;;;;Пскове;дизель, 3.0 л;265 л.с., налог;АКПП;4WD;46 404 км, без пробега по РФ;левый;4 поколение;белый;;xDrive30d AT M Sport;;
BMW;X5;2020;8200000;https://auto.drom.ru/moscow/bmw/x5/53191125.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;АКПП;4WD;39 000 км;левый;4 поколение;синий;;;;
BMW;X3;2020;5500000;https://auto.drom.ru/moscow/bmw/x3/455111057.html;;;;;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;45 000 км, без пробега по РФ;левый;3 поколение;черный;;xDrive 20d AT M Sport;;
BMW;X5;2020;8650000;https://auto.drom.ru/moscow/bmw/x5/883245861.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;340 л.с., налог;АКПП;4WD;42 724 км;левый;4 поколение;черный;;;;
BMW;X4;2020;6340000;https://auto.drom.ru/moscow/bmw/x4/53941715.html;Цвет не совпадает с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;88 862 км;левый;2 поколение;синий;;;;
BMW;X5;2020;10165122;https://auto.drom.ru/minsk/bmw/x5/53598069.html;;;;;Минске;бензин, 4.4 л;625 л.с., налог;АКПП;4WD;33 000 км;левый;4 поколение;черный;;M Competition;;
BMW;5-Series;2020;5000000;https://auto.drom.ru/moscow/bmw/5-series/53597253.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;задний;37 812 км;левый;7 поколение;черный;седан;520d AT Executive;;
