Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Цвет;Пробег;Руль;Поколение;Комплектация;Тип кузова;Особые отметки;VIN;
Audi;RS Q8;2022;19700000;https://auto.drom.ru/moscow/audi/rs_q8/53042516.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Есть ограничения;Москве;бензин, 4.0 л, гибрид;600 л.с., налог;АКПП;4WD;серый;6 500 км;левый;1 поколение;4.0 TFSI quattro tiptronic;;;;
Audi;Q5;2022;8257000;https://auto.drom.ru/moscow/audi/q5/52739250.html;;;;;Москве;бензин, 2.0 л, гибрид;249 л.с., налог;робот;4WD;красный;новый автомобиль;левый;2 поколение, рестайлинг;2.0 45 TFSI quattro S tronic Design;;;WAU**************;
Audi;Q5 e-tron;2022;5999000;https://auto.drom.ru/moscow/audi/q5_e-tron/51745525.html;;;;;Москве;электро;306 л.с., налог;АКПП;4WD;оранжевый;145 км;левый;1 поколение;;;;;
Audi;Q5;2022;7300000;https://auto.drom.ru/moscow/audi/q5/50939260.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;черный;50 км, без пробега по РФ;левый;2 поколение, рестайлинг;3.0 45 TDI quattro tiptronic;;;;
Audi;Q7;2022;5859544;https://auto.drom.ru/minsk/audi/q7/299457253.html;;;;;Минске;бензин, 3.0 л;340 л.с., налог;автомат;4WD;белый;47 000 км;левый;2 поколение, рестайлинг;;;;;
Audi;A6;2022;6179000;https://auto.drom.ru/moscow/audi/a6/53824806.html;;;;;Москве;бензин, 2.0 л;265 л.с., налог;автомат;передний;белый;6 616 км;левый;;;седан;;;
Audi;Q5 e-tron;2022;5590000;https://auto.drom.ru/moscow/audi/q5_e-tron/53821106.html;Модель не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;электро;204 л.с., налог;АКПП;задний;белый;1 800 км;левый;1 поколение;83.4 kWh 40 e-tron;;;;
Audi;Q5 e-tron;2022;7128505;https://auto.drom.ru/moscow/audi/q5_e-tron/50533683.html;;;;;Москве;электро;306 л.с., налог;АКПП;4WD;черный;новый автомобиль;левый;1 поколение;83.4 kWh 50 e-tron quattro;;;LSV**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439192.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;синий;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439195.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;синий;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439199.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;синий;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439200.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;синий;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439202.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;синий;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439203.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;синий;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439204.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;синий;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439173.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439175.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439176.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439178.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439182.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439183.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439185.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439187.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439189.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439191.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439142.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439150.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439153.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439156.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439161.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439165.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439169.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7500000;https://auto.drom.ru/spb/audi/a6/53439170.html;;;;;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A5;2022;5700000;https://auto.drom.ru/kazan/audi/a5/462192238.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Казани;бензин, 2.0 л, гибрид;249 л.с., налог;робот;4WD;белый;22 356 км;левый;2 поколение, рестайлинг;2.0 45 TFSI quattro S tronic Sport;лифтбек;;;
Audi;Q5;2022;7833000;https://auto.drom.ru/moscow/audi/q5/52758629.html;;;;;Москве;бензин, 2.0 л;249 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;;;WAU**************;
Audi;A6;2022;9234000;https://auto.drom.ru/moscow/audi/a6/53123558.html;;;;;Москве;бензин, 2.0 л, гибрид;245 л.с., налог;робот;4WD;коричневый;новый автомобиль;левый;5 поколение;2.0 45 TFSI quattro S tronic;седан;;WAU**************;
Audi;Q7;2022;14377857;https://auto.drom.ru/spb/audi/q7/750789822.html;;;;;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;черный;новый автомобиль;левый;2 поколение, рестайлинг;;;;XW8**************;
Audi;Q5;2022;7538607;https://auto.drom.ru/spb/audi/q5/746493759.html;;;;;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;автомат;4WD;серебристый;новый автомобиль;левый;;;;;WAU**************;
Audi;Q5;2022;7349848;https://auto.drom.ru/spb/audi/q5/405083075.html;;;;;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;;;WAU**************;
Audi;RS Q8;2022;22361741;https://auto.drom.ru/spb/audi/rs_q8/211840891.html;;;;;Санкт-Петербурге;бензин, 4.0 л, гибрид;600 л.с., налог;АКПП;4WD;серый;новый автомобиль;левый;1 поколение;4.0 TFSI quattro tiptronic;;;WUA**************;
Audi;A5;2022;7640364;https://auto.drom.ru/spb/audi/a5/838387763.html;;;;;Санкт-Петербурге;бензин, 2.0 л;190 л.с., налог;автомат;передний;черный;новый автомобиль;левый;;;купе;;WAU**************;
Audi;Q5;2022;8232094;https://auto.drom.ru/spb/audi/q5/834945864.html;;;;;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;автомат;4WD;зеленый;новый автомобиль;левый;;;;;WAU**************;
Audi;Q7;2022;11450000;https://auto.drom.ru/moscow/audi/q7/577807304.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;белый;новый автомобиль;левый;2 поколение;3.0 50 TDI quattro tiptronic;;;WAU**************;
Audi;A4;2022;4370000;https://auto.drom.ru/moscow/audi/a4/53390845.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;150 л.с., налог;робот;передний;белый;2 650 км;левый;5 поколение, рестайлинг;2.0 35 TFSI S tronic;седан;;;
Audi;Q8;2022;10900000;https://auto.drom.ru/moscow/audi/q8/422543598.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;оранжевый;40 711 км;левый;1 поколение;;;;;
Audi;Q5;2022;5400000;https://auto.drom.ru/spb/audi/q5/53404447.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;204 л.с., налог;автомат;4WD;белый;23 596 км;левый;;;;;;
Audi;A5;2022;4350000;https://auto.drom.ru/moscow/audi/a5/53404270.html;;;;;Москве;бензин, 2.0 л;204 л.с., налог;автомат;4WD;черный;10 500 км;левый;;;лифтбек;документы с проблемами или отсутствуют;;
Audi;A4;2022;6600000;https://auto.drom.ru/moscow/audi/a4/53394394.html;;;;;Москве;бензин, 2.0 л;150 л.с., налог;робот;передний;серый;новый автомобиль;левый;5 поколение, рестайлинг;;седан;;WAU**************;
Audi;A4;2022;6400000;https://auto.drom.ru/moscow/audi/a4/53394395.html;;;;;Москве;бензин, 2.0 л;150 л.с., налог;робот;передний;белый;новый автомобиль;левый;5 поколение, рестайлинг;;седан;;WAU**************;
Audi;A6;2022;6785000;https://auto.drom.ru/moscow/audi/a6/53372802.html;;;;;Москве;бензин, 2.0 л;245 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;седан;;WAU**************;
Audi;A6;2022;7800000;https://auto.drom.ru/moscow/audi/a6/53757599.html;;;;;Москве;бензин, 2.0 л, гибрид;245 л.с., налог;робот;4WD;черный;новый автомобиль;левый;5 поколение;2.0 45 TFSI quattro S tronic Advance;седан;;WAU**************;
Audi;A3;2022;3310000;https://auto.drom.ru/moscow/audi/a3/52620382.html;Характеристики совпадают с ПТС;2 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 1.4 л;150 л.с., налог;АКПП;передний;синий;29 074 км;левый;4 поколение;;седан;;;
Audi;Q5;2022;7390000;https://auto.drom.ru/saratov/audi/q5/51235219.html;;;;;Саратове;дизель, 2.0 л, гибрид;204 л.с., налог;робот;4WD;синий;новый автомобиль;левый;2 поколение, рестайлинг;2.0 40 TDI quattro S tronic;;;WAU**************;
Audi;Q7;2022;13200000;https://auto.drom.ru/spb/audi/q7/174972337.html;;;;;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;черный;новый автомобиль;левый;2 поколение, рестайлинг;;;;WAU**************;
Audi;Q7;2022;12400000;https://auto.drom.ru/spb/audi/q7/728688693.html;;;;;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;коричневый;новый автомобиль;левый;2 поколение, рестайлинг;;;;WAU**************;
Audi;Q8;2022;15500000;https://auto.drom.ru/moscow/audi/q8/54031318.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;серый;новый автомобиль;левый;1 поколение;;;;XW8**************;
Audi;Q8;2022;15200000;https://auto.drom.ru/moscow/audi/q8/54031304.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;белый;новый автомобиль;левый;1 поколение;;;;XW8**************;
Audi;A6;2022;7825000;https://auto.drom.ru/spb/audi/a6/53745879.html;;;;;Санкт-Петербурге;бензин, 2.0 л, гибрид;245 л.с., налог;робот;4WD;черный;45 км;левый;5 поколение;2.0 45 TFSI quattro S tronic Advance;седан;;;
Audi;A3;2022;4445000;https://auto.drom.ru/volgograd/audi/a3/52434209.html;;;;;Волгограде;бензин, 2.0 л;204 л.с., налог;автомат;4WD;белый;448 км;левый;4 поколение;;седан;;;
Audi;A6;2022;6690000;https://auto.drom.ru/spb/audi/a6/53737624.html;;;;;Санкт-Петербурге;бензин, 2.0 л, гибрид;245 л.с., налог;робот;4WD;синий;25 км;левый;5 поколение;2.0 45 TFSI quattro S tronic Advance;седан;;;
Audi;A5;2022;5290000;https://auto.drom.ru/moscow/audi/a5/53336468.html;;;;;Москве;бензин, 2.0 л;265 л.с., налог;автомат;4WD;серый;2 255 км;левый;;;купе;;;
Audi;Q8;2022;11500000;https://auto.drom.ru/moscow/audi/q8/53335920.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;автомат;4WD;серый;33 км;левый;;;;;;
Audi;Q8;2022;14172000;https://auto.drom.ru/moscow/audi/q8/51151159.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;синий;новый автомобиль;левый;1 поколение;3.0 45 TDI quattro tiptronic;;;XW8**************;
Audi;A4;2022;5380000;https://auto.drom.ru/moscow/audi/a4/52414336.html;;;;;Москве;бензин, 2.0 л;150 л.с., налог;робот;передний;белый;новый автомобиль;левый;5 поколение, рестайлинг;;седан;;WAU**************;
Audi;Q7;2022;10495000;https://auto.drom.ru/moscow/audi/q7/53981683.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;черный;новый автомобиль;левый;2 поколение, рестайлинг;3.0 45 TDI quattro tiptronic;;;XW8**************;
Audi;Q8;2022;13190000;https://auto.drom.ru/moscow/audi/q8/53710319.html;;;;;Москве;дизель, 3.0 л;286 л.с., налог;АКПП;4WD;синий;новый автомобиль;левый;1 поколение;3.0 50 TDI quattro tiptronic;;;WAU**************;
Audi;e-tron GT;2022;14290000;https://auto.drom.ru/himki/audi/e-tron_gt/53707807.html;Мощность двигателя не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;электро;476 л.с., налог;АКПП;4WD;серый;350 км;левый;1 поколение;93 kWh e-tron GT quattro;;;;
Audi;Q6;2022;9544970;https://auto.drom.ru/moscow/audi/q6/52851242.html;;;;;Москве;бензин, 2.0 л;265 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;A6 allroad quattro;2022;7000000;https://auto.drom.ru/spb/audi/a6_allroad_quattro/51984933.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 3.0 л, гибрид;340 л.с., налог;робот;4WD;синий;38 000 км;левый;4 поколение;3.0 55 TFSI quattro S tronic Business;;;;
Audi;Q5 Sportback;2022;7500000;https://auto.drom.ru/tula/audi/q5_sportback/656098090.html;;;;;Туле;дизель, 2.0 л;204 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;;;WAU**************;
Audi;Q5 Sportback;2022;7280000;https://auto.drom.ru/moscow/audi/q5_sportback/53987855.html;;;;;Москве;дизель, 2.0 л;204 л.с., налог;автомат;4WD;черный;новый автомобиль;левый;;;;;WAU**************;
Audi;Q8;2022;14064000;https://auto.drom.ru/moscow/audi/q8/51151173.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;зеленый;новый автомобиль;левый;1 поколение;3.0 45 TDI quattro tiptronic;;;XW8**************;
Audi;A5;2022;5290000;https://auto.drom.ru/moscow/audi/a5/701767254.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;204 л.с., налог;робот;4WD;серый;18 000 км;левый;2 поколение, рестайлинг;;лифтбек;;;
Audi;Q5;2022;5150000;https://auto.drom.ru/spb/audi/q5/51336541.html;Электронный ПТС выдан;;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л, гибрид;249 л.с., налог;робот;4WD;серебристый;12 800 км, без пробега по РФ;левый;2 поколение, рестайлинг;2.0 45 TFSI quattro S tronic Design;;;;
Audi;Q8;2022;14064000;https://auto.drom.ru/moscow/audi/q8/51151141.html;;;;;Москве;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;черный;новый автомобиль;левый;1 поколение;3.0 45 TDI quattro tiptronic;;;XW8**************;
Audi;Q8;2022;11000000;https://auto.drom.ru/moscow/audi/q8/100920534.html;;;;;Москве;бензин, 3.0 л;340 л.с., налог;автомат;4WD;черный;3 046 км;левый;;;;;;
Audi;A5;2022;5459000;https://auto.drom.ru/spb/audi/a5/53481980.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;автомат;4WD;серый;7 950 км;левый;;;лифтбек;;;
Audi;A4;2022;5950000;https://auto.drom.ru/moscow/audi/a4/53218338.html;;;;;Москве;бензин, 2.0 л;150 л.с., налог;робот;передний;красный;новый автомобиль;левый;5 поколение, рестайлинг;;седан;;WAU**************;
Audi;A4;2022;8050000;https://auto.drom.ru/moscow/audi/a4/53218341.html;;;;;Москве;бензин, 2.0 л;249 л.с., налог;робот;4WD;серый;новый автомобиль;левый;5 поколение, рестайлинг;;седан;;WAU**************;
Audi;A4;2022;6530000;https://auto.drom.ru/moscow/audi/a4/53218342.html;;;;;Москве;бензин, 2.0 л;150 л.с., налог;робот;передний;серый;новый автомобиль;левый;5 поколение, рестайлинг;;седан;;WAU**************;
Audi;A4;2022;6450000;https://auto.drom.ru/moscow/audi/a4/53218344.html;;;;;Москве;бензин, 2.0 л;150 л.с., налог;робот;передний;белый;новый автомобиль;левый;5 поколение, рестайлинг;;седан;;WAU**************;
Audi;Q5 Sportback;2022;5899000;https://auto.drom.ru/nizhniy-novgorod/audi/q5_sportback/897420884.html;;;;;Нижнем Новгороде;бензин, 2.0 л, гибрид;249 л.с., налог;робот;4WD;синий;3 466 км, без пробега по РФ;левый;1 поколение;2.0 45 TFSI quattro S tronic Sport;;;;
Audi;RS Q8;2022;18750000;https://auto.drom.ru/moscow/audi/rs_q8/53896165.html;Год не совпадает с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 4.0 л, гибрид;600 л.с., налог;АКПП;4WD;черный;новый автомобиль;левый;1 поколение;4.0 TFSI quattro tiptronic;;;WUA**************;
Audi;A6;2022;6930000;https://auto.drom.ru/kazan/audi/a6/53620958.html;;;;;Казани;дизель, 2.0 л;204 л.с., налог;автомат;4WD;белый;2 848 км;левый;;;седан;;;
Audi;A6;2022;7900000;https://auto.drom.ru/moscow/audi/a6/53611901.html;;;;;Москве;бензин, 2.0 л;245 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;седан;;WAU**************;
Audi;Q6;2022;9821855;https://auto.drom.ru/moscow/audi/q6/52761663.html;;;;;Москве;бензин, 2.0 л;265 л.с., налог;робот;4WD;черный;новый автомобиль;левый;1 поколение;2.0 45 TFSI quattro Roadjet;;;LSV**************;
Audi;A3;2022;4340000;https://auto.drom.ru/moscow/audi/a3/53955969.html;;;;;Москве;бензин, 2.0 л;190 л.с., налог;автомат;4WD;синий;12 578 км;левый;;;седан;;;
Audi;Q5;2022;7833000;https://auto.drom.ru/moscow/audi/q5/52755431.html;;;;;Москве;бензин, 2.0 л;249 л.с., налог;автомат;4WD;белый;новый автомобиль;левый;;;;;WAU**************;
Audi;Q8;2022;21362000;https://auto.drom.ru/moscow/audi/q8/51151138.html;;;;;Москве;бензин, 4.0 л;600 л.с., налог;автомат;4WD;серый;новый автомобиль;левый;;;;;WUA**************;
Audi;A6;2022;7650000;https://auto.drom.ru/spb/audi/a6/130557668.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;245 л.с., налог;автомат;4WD;серый;5 038 км;левый;;;седан;;;
Audi;A4;2022;5400000;https://auto.drom.ru/nizhniy-novgorod/audi/a4/53192277.html;;;;;Нижнем Новгороде;дизель, 2.0 л;190 л.с., налог;механика;4WD;красный;новый автомобиль;левый;;;седан;;WAU**************;
Audi;Q5 e-tron;2022;5008000;https://auto.drom.ru/moscow/audi/q5_e-tron/53927335.html;;;;;Москве;электро;204 л.с., налог;АКПП;задний;белый;новый автомобиль;левый;1 поколение;83.4 kWh 40 e-tron;;;LSV**************;
Audi;Q5 e-tron;2022;5152000;https://auto.drom.ru/moscow/audi/q5_e-tron/53927305.html;;;;;Москве;электро;204 л.с., налог;АКПП;задний;черный;новый автомобиль;левый;1 поколение;83.4 kWh 40 e-tron;;;LSV**************;
Audi;Q5 e-tron;2022;5152000;https://auto.drom.ru/moscow/audi/q5_e-tron/53927310.html;;;;;Москве;электро;204 л.с., налог;АКПП;задний;черный;новый автомобиль;левый;1 поколение;83.4 kWh 40 e-tron;;;LSV**************;
Audi;Q5 e-tron;2022;5254000;https://auto.drom.ru/moscow/audi/q5_e-tron/53927318.html;;;;;Москве;электро;204 л.с., налог;АКПП;задний;зеленый;новый автомобиль;левый;1 поколение;83.4 kWh 40 e-tron;;;LSV**************;
Audi;Q5 e-tron;2022;5054000;https://auto.drom.ru/moscow/audi/q5_e-tron/53927323.html;;;;;Москве;электро;204 л.с., налог;АКПП;задний;синий;новый автомобиль;левый;1 поколение;83.4 kWh 40 e-tron;;;LSV**************;
